scenario,timestamp,phase,round,endpoint,label,method,url,ok,status,latencyMs,error
"mongodb-restart","2026-04-18T05:48:46.714Z","fault","22","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","false","0","1501","This operation was aborted"
"mongodb-restart","2026-04-18T05:48:47.214Z","fault","23","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"mongodb-restart","2026-04-18T05:48:47.214Z","fault","23","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","1",""
"mongodb-restart","2026-04-18T05:48:47.214Z","fault","23","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","false","503","1",""
"mongodb-restart","2026-04-18T05:48:48.714Z","fault","23","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","false","0","1501","This operation was aborted"
"mongodb-restart","2026-04-18T05:48:48.714Z","fault","23","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","false","0","1501","This operation was aborted"
"mongodb-restart","2026-04-18T05:48:48.714Z","fault","23","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","false","0","1501","This operation was aborted"
"mongodb-restart","2026-04-18T05:48:48.714Z","fault","23","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","false","0","1501","This operation was aborted"
"mongodb-restart","2026-04-18T05:48:49.214Z","fault","24","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"mongodb-restart","2026-04-18T05:48:49.214Z","fault","24","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","1",""
"mongodb-restart","2026-04-18T05:48:49.214Z","fault","24","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","false","503","1",""
"mongodb-restart","2026-04-18T05:48:50.713Z","fault","24","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","false","0","1500","This operation was aborted"
"mongodb-restart","2026-04-18T05:48:50.713Z","fault","24","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","false","0","1500","This operation was aborted"
"mongodb-restart","2026-04-18T05:48:50.715Z","fault","24","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","false","0","1501","This operation was aborted"
"mongodb-restart","2026-04-18T05:48:50.715Z","fault","24","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","false","0","1501","This operation was aborted"
"mongodb-restart","2026-04-18T05:48:51.214Z","fault","25","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"mongodb-restart","2026-04-18T05:48:51.214Z","fault","25","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","1",""
"mongodb-restart","2026-04-18T05:48:51.214Z","fault","25","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","false","503","1",""
"mongodb-restart","2026-04-18T05:48:52.714Z","fault","25","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","false","0","1501","This operation was aborted"
"mongodb-restart","2026-04-18T05:48:52.714Z","fault","25","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","false","0","1501","This operation was aborted"
"mongodb-restart","2026-04-18T05:48:52.714Z","fault","25","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","false","0","1501","This operation was aborted"
"mongodb-restart","2026-04-18T05:48:52.714Z","fault","25","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","false","0","1501","This operation was aborted"
"mongodb-restart","2026-04-18T05:48:53.214Z","fault","26","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"mongodb-restart","2026-04-18T05:48:53.214Z","fault","26","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","1",""
"mongodb-restart","2026-04-18T05:48:53.215Z","fault","26","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","false","503","2",""
"mongodb-restart","2026-04-18T05:48:54.714Z","fault","26","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","false","0","1501","This operation was aborted"
"mongodb-restart","2026-04-18T05:48:54.714Z","fault","26","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","false","0","1501","This operation was aborted"
