scenario,timestamp,phase,round,endpoint,label,method,url,ok,status,latencyMs,error
"backend-pause","2026-04-18T05:47:55.048Z","recovery","27","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","1",""
"backend-pause","2026-04-18T05:47:55.048Z","recovery","27","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","1",""
"backend-pause","2026-04-18T05:47:55.052Z","recovery","27","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","5",""
"backend-pause","2026-04-18T05:47:55.053Z","recovery","27","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","6",""
"backend-pause","2026-04-18T05:47:55.206Z","recovery","27","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","159",""
"backend-pause","2026-04-18T05:47:55.205Z","recovery","27","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","158",""
"backend-pause","2026-04-18T05:47:57.049Z","recovery","28","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"backend-pause","2026-04-18T05:47:57.050Z","recovery","28","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","2",""
"backend-pause","2026-04-18T05:47:57.049Z","recovery","28","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","1",""
"backend-pause","2026-04-18T05:47:57.053Z","recovery","28","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","5",""
"backend-pause","2026-04-18T05:47:57.053Z","recovery","28","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","5",""
"backend-pause","2026-04-18T05:47:57.204Z","recovery","28","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","156",""
"backend-pause","2026-04-18T05:47:57.204Z","recovery","28","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","156",""
"backend-pause","2026-04-18T05:47:59.049Z","recovery","29","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"backend-pause","2026-04-18T05:47:59.049Z","recovery","29","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","1",""
"backend-pause","2026-04-18T05:47:59.050Z","recovery","29","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","2",""
"backend-pause","2026-04-18T05:47:59.053Z","recovery","29","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","5",""
"backend-pause","2026-04-18T05:47:59.053Z","recovery","29","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","5",""
"backend-pause","2026-04-18T05:47:59.205Z","recovery","29","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","157",""
"backend-pause","2026-04-18T05:47:59.205Z","recovery","29","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","157",""
"backend-pause","2026-04-18T05:48:01.050Z","recovery","30","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"backend-pause","2026-04-18T05:48:01.051Z","recovery","30","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","2",""
"backend-pause","2026-04-18T05:48:01.051Z","recovery","30","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","2",""
"backend-pause","2026-04-18T05:48:01.054Z","recovery","30","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","5",""
"backend-pause","2026-04-18T05:48:01.052Z","recovery","30","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","3",""
"backend-pause","2026-04-18T05:48:01.204Z","recovery","30","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","155",""
"backend-pause","2026-04-18T05:48:01.204Z","recovery","30","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","155",""
