scenario,timestamp,phase,round,endpoint,label,method,url,ok,status,latencyMs,error
"cpu-throttle","2026-04-18T05:50:21.714Z","fault","27","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","314",""
"cpu-throttle","2026-04-18T05:50:23.401Z","fault","28","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:50:23.412Z","fault","28","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","12",""
"cpu-throttle","2026-04-18T05:50:23.412Z","fault","28","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","12",""
"cpu-throttle","2026-04-18T05:50:23.519Z","fault","28","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","119",""
"cpu-throttle","2026-04-18T05:50:23.518Z","fault","28","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","118",""
"cpu-throttle","2026-04-18T05:50:23.803Z","fault","28","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","403",""
"cpu-throttle","2026-04-18T05:50:23.706Z","fault","28","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","306",""
"cpu-throttle","2026-04-18T05:50:25.401Z","fault","29","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:50:25.413Z","fault","29","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","13",""
"cpu-throttle","2026-04-18T05:50:25.414Z","fault","29","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","14",""
"cpu-throttle","2026-04-18T05:50:25.601Z","fault","29","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","201",""
"cpu-throttle","2026-04-18T05:50:25.600Z","fault","29","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","200",""
"cpu-throttle","2026-04-18T05:50:25.717Z","fault","29","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","317",""
"cpu-throttle","2026-04-18T05:50:25.710Z","fault","29","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","309",""
"cpu-throttle","2026-04-18T05:50:27.401Z","fault","30","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:50:27.416Z","fault","30","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","16",""
"cpu-throttle","2026-04-18T05:50:27.416Z","fault","30","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","15",""
"cpu-throttle","2026-04-18T05:50:27.604Z","fault","30","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","204",""
"cpu-throttle","2026-04-18T05:50:27.603Z","fault","30","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","203",""
"cpu-throttle","2026-04-18T05:50:27.811Z","fault","30","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","411",""
"cpu-throttle","2026-04-18T05:50:27.716Z","fault","30","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","316",""
"cpu-throttle","2026-04-18T05:50:29.400Z","fault","31","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","0",""
"cpu-throttle","2026-04-18T05:50:29.410Z","fault","31","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","10",""
"cpu-throttle","2026-04-18T05:50:29.410Z","fault","31","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","10",""
"cpu-throttle","2026-04-18T05:50:29.709Z","fault","31","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","309",""
"cpu-throttle","2026-04-18T05:50:29.420Z","fault","31","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","20",""
"cpu-throttle","2026-04-18T05:50:29.803Z","fault","31","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","403",""
"cpu-throttle","2026-04-18T05:50:29.709Z","fault","31","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","309",""
"cpu-throttle","2026-04-18T05:50:31.401Z","fault","32","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:50:31.410Z","fault","32","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","10",""
"cpu-throttle","2026-04-18T05:50:31.410Z","fault","32","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","10",""
"cpu-throttle","2026-04-18T05:50:31.704Z","fault","32","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","304",""
"cpu-throttle","2026-04-18T05:50:31.420Z","fault","32","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","20",""
"cpu-throttle","2026-04-18T05:50:31.805Z","fault","32","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","405",""
"cpu-throttle","2026-04-18T05:50:31.801Z","fault","32","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","401",""
"cpu-throttle","2026-04-18T05:50:33.401Z","fault","33","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:50:33.414Z","fault","33","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","14",""
"cpu-throttle","2026-04-18T05:50:33.414Z","fault","33","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","14",""
"cpu-throttle","2026-04-18T05:50:33.600Z","fault","33","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","199",""
"cpu-throttle","2026-04-18T05:50:33.598Z","fault","33","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","198",""
"cpu-throttle","2026-04-18T05:50:33.806Z","fault","33","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","406",""
"cpu-throttle","2026-04-18T05:50:33.709Z","fault","33","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","309",""
"cpu-throttle","2026-04-18T05:50:35.400Z","fault","34","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","0",""
"cpu-throttle","2026-04-18T05:50:35.413Z","fault","34","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","13",""
"cpu-throttle","2026-04-18T05:50:35.413Z","fault","34","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","13",""
"cpu-throttle","2026-04-18T05:50:35.519Z","fault","34","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","119",""
"cpu-throttle","2026-04-18T05:50:35.518Z","fault","34","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","118",""
"cpu-throttle","2026-04-18T05:50:35.805Z","fault","34","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","405",""
"cpu-throttle","2026-04-18T05:50:35.704Z","fault","34","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","304",""
"cpu-throttle","2026-04-18T05:50:37.401Z","fault","35","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:50:37.412Z","fault","35","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","12",""
"cpu-throttle","2026-04-18T05:50:37.412Z","fault","35","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","12",""
"cpu-throttle","2026-04-18T05:50:37.705Z","fault","35","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","304",""
"cpu-throttle","2026-04-18T05:50:37.499Z","fault","35","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","99",""
"cpu-throttle","2026-04-18T05:50:37.806Z","fault","35","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","406",""
"cpu-throttle","2026-04-18T05:50:37.710Z","fault","35","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","310",""
"cpu-throttle","2026-04-18T05:50:39.400Z","fault","36","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","0",""
"cpu-throttle","2026-04-18T05:50:39.413Z","fault","36","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","13",""
"cpu-throttle","2026-04-18T05:50:39.413Z","fault","36","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","13",""
"cpu-throttle","2026-04-18T05:50:39.518Z","fault","36","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","118",""
"cpu-throttle","2026-04-18T05:50:39.517Z","fault","36","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","117",""
"cpu-throttle","2026-04-18T05:50:39.803Z","fault","36","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","403",""
"cpu-throttle","2026-04-18T05:50:39.709Z","fault","36","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","309",""
"cpu-throttle","2026-04-18T05:50:41.399Z","fault","37","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:50:41.409Z","fault","37","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","9",""
"cpu-throttle","2026-04-18T05:50:41.409Z","fault","37","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","10",""
"cpu-throttle","2026-04-18T05:50:41.504Z","fault","37","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","105",""
"cpu-throttle","2026-04-18T05:50:41.419Z","fault","37","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","20",""
"cpu-throttle","2026-04-18T05:50:41.804Z","fault","37","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","405",""
"cpu-throttle","2026-04-18T05:50:41.715Z","fault","37","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","316",""
"cpu-throttle","2026-04-18T05:50:43.398Z","fault","38","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","0",""
"cpu-throttle","2026-04-18T05:50:43.409Z","fault","38","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","11",""
"cpu-throttle","2026-04-18T05:50:43.409Z","fault","38","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","11",""
"cpu-throttle","2026-04-18T05:50:43.514Z","fault","38","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","116",""
"cpu-throttle","2026-04-18T05:50:43.513Z","fault","38","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","115",""
"cpu-throttle","2026-04-18T05:50:43.713Z","fault","38","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","315",""
"cpu-throttle","2026-04-18T05:50:43.704Z","fault","38","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","306",""
"cpu-throttle","2026-04-18T05:50:45.399Z","fault","39","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:50:45.504Z","fault","39","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","106",""
"cpu-throttle","2026-04-18T05:50:45.504Z","fault","39","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","105",""
"cpu-throttle","2026-04-18T05:50:45.613Z","fault","39","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","215",""
"cpu-throttle","2026-04-18T05:50:45.612Z","fault","39","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","214",""
"cpu-throttle","2026-04-18T05:50:45.819Z","fault","39","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","420",""
"cpu-throttle","2026-04-18T05:50:45.799Z","fault","39","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","401",""
"cpu-throttle","2026-04-18T05:50:47.399Z","fault","40","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:50:47.412Z","fault","40","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","14",""
"cpu-throttle","2026-04-18T05:50:47.412Z","fault","40","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","14",""
"cpu-throttle","2026-04-18T05:50:47.519Z","fault","40","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","121",""
"cpu-throttle","2026-04-18T05:50:47.518Z","fault","40","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","120",""
"cpu-throttle","2026-04-18T05:50:47.807Z","fault","40","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","409",""
"cpu-throttle","2026-04-18T05:50:47.705Z","fault","40","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","307",""
"cpu-throttle","2026-04-18T05:50:49.399Z","fault","41","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","0",""
"cpu-throttle","2026-04-18T05:50:49.411Z","fault","41","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","12",""
"cpu-throttle","2026-04-18T05:50:49.411Z","fault","41","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","12",""
"cpu-throttle","2026-04-18T05:50:49.702Z","fault","41","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","303",""
"cpu-throttle","2026-04-18T05:50:49.421Z","fault","41","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","22",""
"cpu-throttle","2026-04-18T05:50:49.713Z","fault","41","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","314",""
"cpu-throttle","2026-04-18T05:50:49.709Z","fault","41","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","310",""
"cpu-throttle","2026-04-18T05:50:51.400Z","fault","42","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:50:51.412Z","fault","42","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","13",""
"cpu-throttle","2026-04-18T05:50:51.412Z","fault","42","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","13",""
"cpu-throttle","2026-04-18T05:50:51.516Z","fault","42","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","117",""
"cpu-throttle","2026-04-18T05:50:51.515Z","fault","42","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","116",""
"cpu-throttle","2026-04-18T05:50:51.814Z","fault","42","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","415",""
"cpu-throttle","2026-04-18T05:50:51.710Z","fault","42","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","311",""
"cpu-throttle","2026-04-18T05:50:53.399Z","fault","43","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","0",""
"cpu-throttle","2026-04-18T05:50:53.412Z","fault","43","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","13",""
"cpu-throttle","2026-04-18T05:50:53.413Z","fault","43","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","14",""
"cpu-throttle","2026-04-18T05:50:53.518Z","fault","43","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","119",""
"cpu-throttle","2026-04-18T05:50:53.517Z","fault","43","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","118",""
"cpu-throttle","2026-04-18T05:50:53.810Z","fault","43","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","411",""
"cpu-throttle","2026-04-18T05:50:53.704Z","fault","43","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","305",""
"cpu-throttle","2026-04-18T05:50:55.399Z","fault","44","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","0",""
"cpu-throttle","2026-04-18T05:50:55.413Z","fault","44","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","14",""
"cpu-throttle","2026-04-18T05:50:55.414Z","fault","44","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","15",""
"cpu-throttle","2026-04-18T05:50:55.602Z","fault","44","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","203",""
"cpu-throttle","2026-04-18T05:50:55.602Z","fault","44","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","203",""
"cpu-throttle","2026-04-18T05:50:55.805Z","fault","44","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","406",""
"cpu-throttle","2026-04-18T05:50:55.713Z","fault","44","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","314",""
"cpu-throttle","2026-04-18T05:50:57.401Z","fault","45","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:50:57.411Z","fault","45","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","11",""
"cpu-throttle","2026-04-18T05:50:57.411Z","fault","45","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","11",""
"cpu-throttle","2026-04-18T05:50:57.516Z","fault","45","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","116",""
"cpu-throttle","2026-04-18T05:50:57.515Z","fault","45","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","115",""
"cpu-throttle","2026-04-18T05:50:57.804Z","fault","45","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","404",""
"cpu-throttle","2026-04-18T05:50:57.710Z","fault","45","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","310",""
"cpu-throttle","2026-04-18T05:50:59.400Z","fault","46","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","0",""
"cpu-throttle","2026-04-18T05:50:59.415Z","fault","46","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","15",""
"cpu-throttle","2026-04-18T05:50:59.415Z","fault","46","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","15",""
"cpu-throttle","2026-04-18T05:50:59.602Z","fault","46","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","202",""
"cpu-throttle","2026-04-18T05:50:59.601Z","fault","46","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","201",""
"cpu-throttle","2026-04-18T05:50:59.806Z","fault","46","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","406",""
"cpu-throttle","2026-04-18T05:50:59.711Z","fault","46","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","311",""
"cpu-throttle","2026-04-18T05:51:01.401Z","fault","47","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","0",""
"cpu-throttle","2026-04-18T05:51:01.412Z","fault","47","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","11",""
"cpu-throttle","2026-04-18T05:51:01.412Z","fault","47","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","11",""
"cpu-throttle","2026-04-18T05:51:01.707Z","fault","47","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","306",""
"cpu-throttle","2026-04-18T05:51:01.414Z","fault","47","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","13",""
"cpu-throttle","2026-04-18T05:51:01.802Z","fault","47","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","401",""
"cpu-throttle","2026-04-18T05:51:01.714Z","fault","47","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","313",""
"cpu-throttle","2026-04-18T05:51:03.401Z","fault","48","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:51:03.413Z","fault","48","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","12",""
"cpu-throttle","2026-04-18T05:51:03.413Z","fault","48","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","12",""
"cpu-throttle","2026-04-18T05:51:03.501Z","fault","48","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","100",""
"cpu-throttle","2026-04-18T05:51:03.502Z","fault","48","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","101",""
"cpu-throttle","2026-04-18T05:51:03.807Z","fault","48","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","406",""
"cpu-throttle","2026-04-18T05:51:03.712Z","fault","48","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","311",""
"cpu-throttle","2026-04-18T05:51:05.401Z","fault","49","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:51:05.412Z","fault","49","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","12",""
"cpu-throttle","2026-04-18T05:51:05.413Z","fault","49","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","13",""
"cpu-throttle","2026-04-18T05:51:05.520Z","fault","49","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","120",""
"cpu-throttle","2026-04-18T05:51:05.519Z","fault","49","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","119",""
"cpu-throttle","2026-04-18T05:51:05.800Z","fault","49","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","400",""
"cpu-throttle","2026-04-18T05:51:05.706Z","fault","49","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","306",""
"cpu-throttle","2026-04-18T05:51:07.401Z","fault","50","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:51:07.409Z","fault","50","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","9",""
"cpu-throttle","2026-04-18T05:51:07.409Z","fault","50","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","9",""
"cpu-throttle","2026-04-18T05:51:07.605Z","fault","50","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","205",""
"cpu-throttle","2026-04-18T05:51:07.605Z","fault","50","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","205",""
"cpu-throttle","2026-04-18T05:51:07.810Z","fault","50","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","410",""
"cpu-throttle","2026-04-18T05:51:07.715Z","fault","50","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","315",""
"cpu-throttle","2026-04-18T05:51:09.400Z","fault","51","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","0",""
"cpu-throttle","2026-04-18T05:51:09.411Z","fault","51","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","11",""
"cpu-throttle","2026-04-18T05:51:09.411Z","fault","51","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","11",""
"cpu-throttle","2026-04-18T05:51:09.516Z","fault","51","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","116",""
"cpu-throttle","2026-04-18T05:51:09.515Z","fault","51","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","115",""
"cpu-throttle","2026-04-18T05:51:09.806Z","fault","51","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","406",""
"cpu-throttle","2026-04-18T05:51:09.710Z","fault","51","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","310",""
"cpu-throttle","2026-04-18T05:51:11.400Z","fault","52","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","0",""
"cpu-throttle","2026-04-18T05:51:11.412Z","fault","52","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","12",""
"cpu-throttle","2026-04-18T05:51:11.413Z","fault","52","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","12",""
"cpu-throttle","2026-04-18T05:51:11.520Z","fault","52","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","120",""
"cpu-throttle","2026-04-18T05:51:11.519Z","fault","52","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","119",""
"cpu-throttle","2026-04-18T05:51:11.800Z","fault","52","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","400",""
"cpu-throttle","2026-04-18T05:51:11.705Z","fault","52","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","305",""
"cpu-throttle","2026-04-18T05:51:13.401Z","fault","53","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:51:13.416Z","fault","53","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","16",""
"cpu-throttle","2026-04-18T05:51:13.416Z","fault","53","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","16",""
"cpu-throttle","2026-04-18T05:51:13.603Z","fault","53","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","202",""
"cpu-throttle","2026-04-18T05:51:13.603Z","fault","53","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","203",""
"cpu-throttle","2026-04-18T05:51:13.718Z","fault","53","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","318",""
"cpu-throttle","2026-04-18T05:51:13.712Z","fault","53","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","312",""
"cpu-throttle","2026-04-18T05:51:15.401Z","fault","54","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","1",""
"cpu-throttle","2026-04-18T05:51:15.412Z","fault","54","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","12",""
"cpu-throttle","2026-04-18T05:51:15.412Z","fault","54","backend-db","Backend /health/db","GET","http://127.0.0.1:5000/health/db","true","200","12",""
"cpu-throttle","2026-04-18T05:51:15.703Z","fault","54","products","GET /api/products","GET","http://127.0.0.1:5000/api/products","true","200","303",""
"cpu-throttle","2026-04-18T05:51:15.414Z","fault","54","search","GET /api/search?q=laptop","GET","http://127.0.0.1:5000/api/search?q=laptop","true","200","14",""
"cpu-throttle","2026-04-18T05:51:15.714Z","fault","54","auth-login","POST /api/auth/login","POST","http://127.0.0.1:5000/api/auth/login","true","200","314",""
"cpu-throttle","2026-04-18T05:51:15.710Z","fault","54","order-track","POST /api/orders/track","POST","http://127.0.0.1:5000/api/orders/track","true","200","310",""
"cpu-throttle","2026-04-18T05:51:17.400Z","fault","55","frontend-home","Frontend /","GET","http://127.0.0.1:3000/","true","200","0",""
"cpu-throttle","2026-04-18T05:51:17.413Z","fault","55","backend-health","Backend /health","GET","http://127.0.0.1:5000/health","true","200","13",""
